A	B	C	Y
-0.528802570139964	1.4569654629143087	-1.1531536413552752	1.2179626232317238
1.0703232488735794	-1.4073786302644657	-1.1548681535552663	-1.2394765406231745
0.2495616565786815	0.032937867446755684	-0.08141579831913764	0.09249507860392348
0.3288014048382652	1.4109347504902994	0.49249428819487584	1.4421324396875237
-0.3150860370132032	-0.5237169594064967	-1.011852120713839	-0.5212355161597192
-1.1536888246275425	-2.736989869225945	0.6683390956554472	-2.8247509884842263
0.5283280793349031	-1.1437632978866854	-0.23673027749736247	-0.7714437785413528
-0.6432401333055419	-0.6555299887310824	0.9737612833402579	-0.7086073378597848
1.4932928005152224	1.197442705402677	-1.3588482398658774	1.4465348697286
-0.06971223213581562	0.46328197241857083	-0.7015161621176516	0.5581386680740122
-0.6903805265820163	-0.649473828822066	-1.044619774950345	-0.7919581390099258
0.16480620522988793	0.692446208240911	-1.1983547311017453	0.7055343111505139
0.5324995793693539	-0.011880549603431904	-0.03853745600256441	0.044309896701777735
-1.239563441370883	-0.5453440835625224	0.3555209859053656	-0.6574898739539233
0.3244352769997322	-0.2763374324793872	0.907439511435973	-0.3107092900017272
0.44970857489407656	0.0787718231169302	-2.0295360113426146	-0.07903959175492907
-0.5974463413904717	0.8026948540593228	-1.2106494416014755	0.8589651931892041
-0.5133540737202932	-1.585619785218327	-1.1571295703541205	-1.6211608903509465
1.0561334425599496	-2.2639919565893614	-1.3410639974187464	-2.1902695646731365
-0.450049127047816	1.2607461613701236	0.6232566566837247	1.2410325555915958
1.5494036607819657	-0.5682679599090312	1.0588210588879123	-0.24965208075699227
0.0007194127486846915	0.27596452387827675	-0.9610744459822408	0.3023738025633729
0.16054234689373523	0.7737224600762819	0.8544011921895109	0.9987355600775947
-0.6506399084914394	-0.4139118958210735	0.3886785264093265	-0.5673300893083489
-1.0663411073376683	-0.9653856167670493	1.9998114978870094	-0.955222581036375
-0.5476310568704329	0.36846734160593575	1.2400829729743996	0.27821695622180653
-2.597332755942894	1.885149849371661	-1.8491594732918315	1.257987911114811
0.6407130468254973	-1.2366466034000392	1.5068198160381232	-1.2119814612957827
1.1043630736505663	0.799177561486242	-0.48106294056760485	0.6878448809493413
