temperature,humidity,pressure,label
36.04711824306369,31.08008416702383,969.3718242571579,1
30.12585192704365,57.35883259784347,1026.611160257523,1
30.878206578389932,43.16889380329619,1095.740325253828,1
25.06592986376383,55.44584446277339,1023.6856615955074,0
25.919537108225082,40.789457940119604,1047.7499194848413,0
24.827848561503416,45.97848279203633,1006.2538033332961,0
23.675527861274638,69.30496877318099,1002.1157123765616,0
22.96263553571533,57.89798641940495,912.7598369745602,0
16.95782543564613,54.77524104002663,985.3578456140153,0
25.57209079055416,40.983129932977704,983.5914904544989,0
25.487753686163785,24.452133368531154,1035.0388592614283,0
29.12940762588558,44.59411606035463,1035.8686525730313,0
24.1452043024386,35.60500546187777,1073.688925554714,0
14.846136189504769,37.284452862762805,1005.5955403537464,0
25.81107909721055,60.990748940890796,940.6701982291488,0
17.728884666492334,40.29355968909303,1062.4925707105194,0
28.00520727616401,33.79051076084472,951.3619165889941,0
19.951748575631612,44.41528224005994,933.8981471740678,0
26.57106128277536,56.68470658218152,933.3979655118384,0
27.04235937803312,39.580422554484485,1002.6212638116767,0
30.095781041143603,45.48579223430593,997.5423861901829,1
26.49784080004352,76.82493612414754,961.5635802202244,0
23.125653442002065,58.25156653352337,1059.1953387800988,0
21.841147846874126,44.49741258645996,931.8254803683653,0
24.65331139017442,39.58987511968054,965.1032831594167,0
31.930935249310238,54.25280612925305,1003.580294652909,1
26.18911240390374,60.98205504821959,990.3251766218093,0
26.653595476134225,38.542459678757965,928.8780380422817,0
26.397511687728112,62.07823900470434,1006.7527633353105,0
29.47378672769827,29.585164901894778,1054.3138904292312,0
20.988621366378112,39.61558191232197,993.9797243013861,0
23.795538273249267,54.47034140150189,1109.9819354236483,0
23.63182296083194,63.44423160451072,1030.1814859664582,0
31.17586912505961,53.63078687805662,1008.7572604187898,1
26.430237601415836,45.865970873759146,1017.1013533288258,0
26.41537337448717,47.72832246832105,1056.1913297523465,0
26.19729463901814,45.02201070567851,1004.501630998936,0
25.153240808205155,39.34629162364972,1021.0419494311626,0
31.123111963440003,31.216766493738117,1016.6455957326889,1
20.401514649328696,43.300624820243854,1010.1387940588967,0
23.98396563429293,46.47980177518165,992.1266915199657,0
30.384775444999637,52.86556527853203,1020.617339887042,1
20.70114984004364,45.62456809440121,1041.776616843726,0
19.175569847414287,37.10023868922508,949.7758048014865,0
20.94010625561922,54.25557589410444,1050.671432123957,0
19.75289298106601,37.136881176877445,957.6721553615299,0
38.14593248200538,42.03645417528119,975.203490794162,1
27.41549546274752,57.3176475378682,961.8158451585211,0
26.24914447056169,47.55689721425145,1051.3085105447158,0
22.824629357023866,48.74691702024398,1051.851215177863,0
24.63249411228304,67.80513806723258,995.1098935941891,0
27.848012794278617,45.48709793789576,1001.0915871599645,0
20.274461404956376,38.880344269431106,975.1875336002254,0
29.930003667446165,33.078293596823386,1006.476185298435,0
17.970307355292952,54.4635919606294,1034.7227104231465,0
27.618818160030344,63.67414391283124,955.4202930180968,0
26.47942132025145,47.375884003654996,922.3959533504546,0
26.739439568980046,62.96538878672149,1104.2364026152516,0
30.5778534904459,67.72970981193546,984.557460039621,1
27.677700529123115,41.88465312779492,944.3578139396149,0
29.313254414008206,50.995000558117844,1058.8533142171677,0
25.319522265187,35.76183970512549,959.340085802278,0
26.09069274469887,46.62178338554709,1040.9099590914545,0
23.34481086830666,59.125508784165234,1012.6738136502045,0
26.421939165777292,42.94145984616562,1004.1865672308961,0
31.837047953819933,50.618010685618515,1080.4967599695249,1
29.907717210558502,43.62737779667924,996.1080813157512,0
31.834485400863464,62.69909128669646,924.0893975721151,1
